NAME,Month,Longitude,Latitude,O3,B1,B6,SAA,SAZ,SOA,SOZ,边界层高(PBLH),相对湿度(RH),气压(PRES),大气温度(TMP),水平风速(U-GRD),垂直风速(V-GRD)
2884A,1.0,98.26722222,39.79777778,41.0,0.0702,0.0428,125.017,63.192,23.663,74.929,553.0102,69.584,96735.6346,265.2392,2.3036,-8.7903
2885A,1.0,104.9338889,33.38256667,17.0,0.085,0.0567,127.394,54.414,29.285,69.269,651.1514,84.6734,97602.4486,263.3908,4.4349,-4.2313
2900A,1.0,123.5953,41.9086,39.0,0.0111,0.0058,155.28,51.488,-27.124,76.118,638.8084,97.4562,101373.4775,270.3443,-11.3202,0.0556
2902A,1.0,106.6351,30.4865,28.0,0.084,0.0338,126.9,51.22,-5.185,66.909,291.4788,95.4965,99556.1094,261.0859,2.5832,-1.5045
2920A,1.0,117.7116,24.506,54.0,0.0879,0.0497,134.453,38.52,4.203,62.311,431.7602,95.7937,97866.2182,269.3293,1.799,4.5889
2922A,1.0,117.1941,39.1067,3.0,0.0878,0.0432,145.434,51.461,3.516,73.514,1091.1144,91.3225,99711.7461,273.2378,-16.6568,-2.1409
2924A,1.0,106.2275,38.44139,11.0,0.0847,0.048,132.179,57.066,-5.662,73.097,651.6972,89.6385,98026.0277,266.9126,0.4532,-6.4654
2925A,1.0,106.2739,38.4841,4.0,0.0862,0.0498,132.264,57.072,-5.621,73.132,655.7284,89.6791,98136.5802,267.0557,0.2804,-6.3062
2926A,1.0,106.1024,38.49494,18.0,0.085,0.0557,132.104,57.166,-5.747,73.141,631.949,90.028,98002.334,266.8912,0.5352,-6.6128
2929A,1.0,114.8858,30.4519,47.0,0.0982,0.0501,136.385,45.301,1.714,66.734,342.742,93.4941,97525.8323,263.983,2.7913,1.0831
2996A,1.0,118.283,33.965,20.0,0.0401,0.0221,143.599,46.23,4.449,69.556,302.1022,95.3314,97841.5843,263.2947,-0.4501,2.9695
2997A,1.0,119.8767,32.3292,48.0,0.0477,0.0332,144.621,43.853,5.814,68.382,324.0553,94.8505,97422.7888,263.0594,-0.0041,2.9106
3002A,1.0,119.9736,31.8108,46.0,0.0274,0.0173,144.386,43.34,5.924,68.006,333.2504,95.0001,97501.3765,263.5168,0.115,2.9376
3004A,1.0,120.1631,33.3681,44.0,0.0604,0.0376,145.808,44.659,6.039,69.211,349.7589,94.0629,97597.6217,263.0153,-0.5242,3.1044
3005A,1.0,117.1814,34.29,48.0,0.0401,0.0207,142.338,47.11,3.53,69.738,271.9675,95.487,98216.3566,263.9369,-0.1839,2.4515
3006A,1.0,117.1694,34.1781,39.0,0.0402,0.0161,142.264,47.022,3.53,69.66,276.2226,95.4557,98193.2173,263.9589,-0.0893,2.4654
3008A,1.0,119.3608,34.7519,68.0,0.0221,0.0012,145.653,46.372,5.372,70.237,339.8288,95.0013,98277.073,263.302,-1.1142,2.7222
3009A,1.0,119.1478,34.5911,41.0,0.0105,0.0055,145.173,46.316,5.161,70.066,330.6982,95.0119,98146.7161,263.2677,-0.9537,2.7861
3010A,1.0,119.8914,31.7897,46.0,0.0098,0.0064,144.204,43.351,5.844,67.961,328.3536,95.1529,97578.4469,263.5826,0.0632,2.8918
3012A,1.0,112.1908,31.03389,45.0,0.094,0.0481,133.522,47.567,-0.556,67.139,446.1459,93.2609,97719.6861,263.5231,3.5534,0.3361
3014A,1.0,106.4959,29.53675,4.0,0.0229,0.0065,125.96,50.712,-5.294,66.188,624.5718,93.7766,99371.2655,267.7267,3.1639,-1.6534
3015A,1.0,106.4042,29.57278,6.0,0.0365,0.0127,125.952,50.782,-5.337,66.23,656.3754,93.5808,99449.1545,267.9344,3.2469,-1.7072
3020A,1.0,117.2099,39.16969,4.0,0.0883,0.0473,145.528,51.482,3.556,73.552,1095.8872,91.3203,99737.0761,273.288,-16.7832,-2.0649
3021A,1.0,115.0061,35.76806,33.0,0.0943,0.052,140.608,49.633,1.731,70.836,121.9185,96.1443,98429.7233,262.3351,-1.0515,-0.3915
3026A,1.0,116.6183,23.65889,87.0,0.0675,0.0328,132.005,38.69,3.285,61.619,414.89,96.0076,98285.9974,269.7243,2.0585,5.4049
3027A,1.0,104.7228,29.33972,3.0,0.1192,0.0473,124.045,51.964,29.248,66.167,289.1607,94.012,99910.4495,263.5688,2.6429,-1.4715
3028A,1.0,104.7778,29.36028,25.0,0.1094,0.0425,124.135,51.955,29.29,66.198,288.9445,94.0939,99920.1359,263.4919,2.7043,-1.4315
3034A,1.0,113.1076,41.0385,40.0,0.0708,0.0564,141.525,55.169,0.095,74.921,1614.0382,75.0673,100566.6062,274.9054,-15.1401,-2.9113
3036A,1.0,118.696,37.43445,5.0,0.0916,0.0498,146.39,49.171,4.788,72.258,387.5013,94.2637,98156.3386,262.8559,-5.3746,1.0237
3038A,1.0,103.3758,23.3682,49.0,0.0265,0.0163,117.532,49.743,28.162,61.788,404.9294,99.0552,98414.0813,273.4543,4.0115,-0.95
3039A,1.0,111.19,34.7822,4.0,0.0806,0.0248,135.239,51.145,-1.498,70.054,1011.1561,88.7594,98754.0984,269.3519,2.0983,-6.91
3045A,1.0,109.9643,33.8471,14.0,0.0822,0.0555,133.162,51.199,-2.503,69.346,731.7667,93.0573,98941.1174,267.4379,4.8276,-3.2549
3054A,1.0,113.5922,35.28385,1.0,0.0895,0.0562,138.464,50.062,0.514,70.429,453.672,94.2356,98729.7116,266.8696,0.0346,-2.3672
3055A,1.0,101.7775,36.6428,16.0,0.071,0.0473,126.483,58.796,26.629,72.072,763.8724,79.3755,97766.9448,263.3057,3.2426,-4.7616
3057A,1.0,121.5992,37.4014,62.0,0.0169,0.0011,150.331,47.825,-28.783,72.452,481.8738,94.6973,99137.1617,265.1895,-6.9641,2.4547
3058A,1.0,119.2654,42.0352,17.0,0.0361,0.0266,149.66,53.214,5.261,75.879,1276.4788,82.9846,101172.3411,274.0035,-13.2887,0.9591
3059A,1.0,117.7181,36.2092,6.0,0.0873,0.0549,144.383,48.553,3.993,71.274,189.0276,95.4646,98732.8754,263.0645,-2.9166,1.4463
3061A,1.0,119.7512,49.1577,56.0,0.0578,0.0196,153.222,59.893,5.638,81.515,200.7935,99.2001,102319.8199,252.1402,-6.5787,-0.6938
3064A,1.0,117.6983,36.2211,3.0,0.0868,0.0519,144.319,48.58,3.952,71.274,186.8116,95.4532,98745.0833,263.0752,-2.9383,1.4338
3066A,1.0,116.2714,37.4372,3.0,0.0907,0.0535,143.266,50.389,2.777,72.153,704.7702,94.7978,99092.6984,267.5111,-5.7787,-0.4453
3122A,1.0,105.9606,26.2611,35.0,0.0316,0.0249,122.61,49.086,-5.657,63.741,426.1922,95.6254,97546.5169,271.1184,1.7985,-1.5503
3125A,1.0,105.8983,26.2481,24.0,0.0211,0.0172,122.467,49.141,-5.739,63.711,411.5228,95.7978,97580.5409,271.2103,1.7412,-1.5111
3131A,1.0,114.8792,40.7903,37.0,0.0614,0.0387,143.494,54.066,1.569,74.74,1541.8124,78.7843,100479.114,274.8642,-16.1597,-2.7319
3132A,1.0,119.5966,39.938,4.0,0.091,0.0511,148.988,51.095,5.525,74.257,1016.463,92.7803,100224.1412,273.9538,-17.7971,-0.6702
3133A,1.0,106.5469,29.565,5.0,0.0235,0.0091,126.053,50.705,-5.253,66.224,629.9204,93.7916,99361.6222,267.6733,3.1543,-1.6683
3134A,1.0,113.8172,34.0339,20.0,0.0857,0.0538,137.874,48.875,0.723,69.459,400.8478,94.5137,98123.4568,264.6417,2.0305,0.1286
3136A,1.0,104.2725,30.5589,17.0,0.0891,0.0405,124.614,53.096,28.851,67.162,625.0968,83.1047,100285.8829,272.3355,5.4313,-7.8346
3137A,1.0,103.8578,30.0744,5.0,0.0824,0.0336,123.83,53.102,28.526,66.813,350.3631,90.2584,100288.1343,264.5451,3.6676,-3.22
3138A,1.0,111.7153,29.0289,5.0,0.1123,0.0557,131.27,46.384,-0.895,65.605,290.6058,92.976,98096.3973,266.1258,3.0758,-0.4602
3139A,1.0,111.6892,28.9881,6.0,0.1119,0.0524,131.166,46.384,-0.936,65.565,281.1409,92.9054,98131.3481,266.226,3.079,-0.4988
3140A,1.0,111.6625,29.0531,5.0,0.0927,0.0471,131.254,46.458,-0.937,65.642,292.6851,92.9404,98117.194,266.0698,3.134,-0.4388
3141A,1.0,114.3922,36.0878,2.0,0.0937,0.0507,140.0,50.262,1.185,71.06,146.8814,95.5275,98006.7381,262.9077,-1.6289,-1.1026
3147A,1.0,114.3442,34.8097,36.0,0.0941,0.0578,139.072,49.236,1.141,70.087,132.7875,96.492,97679.9757,262.9516,0.3067,0.2222
3148A,1.0,103.8286,30.0561,5.0,0.0991,0.0415,123.781,53.141,28.484,66.819,343.3687,90.4154,100295.6291,264.297,3.6272,-3.0958
3149A,1.0,115.0158,30.1594,25.0,0.0463,0.0202,136.322,44.956,1.844,66.507,317.1738,94.0199,97473.3609,264.3246,2.5307,0.9697
3153A,1.0,114.3877,30.4908,16.0,0.0931,0.0296,135.753,45.634,1.296,66.725,360.9689,93.7611,97315.539,263.7807,3.019,0.9232
3164A,1.0,119.4686,32.3942,52.0,0.0448,0.0284,144.091,44.12,5.479,68.392,301.3961,95.1909,97511.0647,262.9296,-0.0745,2.7759
3165A,1.0,108.6594,34.2969,6.0,0.0972,0.0561,132.034,52.412,-3.591,69.739,795.16,89.4748,98859.4677,267.5872,4.579,-6.1278
3169A,1.0,113.2725,35.2067,4.0,0.096,0.0596,138.063,50.202,0.262,70.389,580.2032,93.5427,98853.505,268.002,0.4159,-3.0496
3171A,1.0,115.6125,34.445,38.0,0.0435,0.0251,140.427,48.13,2.23,69.802,189.729,96.2476,97723.0606,263.593,0.4125,1.6826
3173A,1.0,117.0594,30.5342,41.0,0.0315,0.0143,139.312,43.914,3.553,66.842,293.4039,95.33,97523.4952,264.1591,1.5657,2.1141
3178A,1.0,119.0586,36.7225,5.0,0.085,0.0525,146.498,48.325,5.125,71.735,270.9956,95.014,98875.0217,263.7823,-3.7841,2.2684
3179A,1.0,102.749,25.0119,29.0,0.0359,0.0227,118.493,51.178,27.623,63.09,422.9861,98.6486,98510.7637,273.2439,2.8723,-1.4378
3185A,1.0,112.5628,37.8964,3.0,0.0883,0.0448,138.993,52.805,-0.33,72.457,878.8092,93.3772,97587.0954,267.6198,-7.1788,-5.3634
3186A,1.0,103.7583,36.1058,12.0,0.0858,0.0869,128.144,57.072,28.303,71.491,785.3239,80.3064,97014.3626,263.6807,4.154,-6.1527
3187A,1.0,116.951,33.666,52.0,0.0599,0.0385,141.641,46.695,3.361,69.264,296.1401,95.3426,97998.9823,264.0012,0.545,2.5003
3188A,1.0,115.6689,37.739,3.0,0.0953,0.0536,142.694,50.97,2.272,72.372,1015.3695,94.2612,99153.4155,270.1276,-7.7645,-1.3008
3190A,1.0,116.0257,29.6995,22.0,0.0769,0.034,137.188,43.882,2.69,66.151,216.0594,96.3727,97606.4363,264.5284,1.6666,1.6155
3191A,1.0,118.3225,33.9447,2.0,0.0284,0.0172,143.63,46.155,4.491,69.519,303.3083,95.3269,97806.6725,263.2441,-0.4373,3.0256
3194A,1.0,112.2747,30.3122,33.0,0.1068,0.0518,133.053,46.962,-0.459,66.598,321.5567,94.3034,97825.3196,263.4498,2.981,0.4198
3195A,1.0,119.3633,32.3972,62.0,0.0209,0.0112,143.951,44.175,5.393,68.384,295.829,95.2829,97536.6714,262.909,-0.0906,2.7418
3200A,1.0,115.9819,36.4978,16.0,0.0995,0.0606,142.277,49.711,2.528,71.405,457.4533,95.081,98862.5399,265.7642,-3.2624,-0.0738
3201A,1.0,102.6486,37.9325,11.0,0.0877,0.0606,128.145,59.067,27.331,72.994,627.2178,86.5559,97487.3279,263.6445,2.6904,-5.1593
3204A,1.0,113.3025,33.7297,15.0,0.0823,0.0446,137.035,48.942,0.304,69.223,489.1961,93.2225,98003.6324,264.6218,2.7975,-0.2509
3207A,1.0,118.3117,32.3039,16.0,0.068,0.0419,142.454,44.725,4.521,68.287,277.555,95.1436,97709.9009,263.1048,0.4067,2.7755
3207A,1.0,118.3117,32.3039,16.0,0.068,0.0419,142.454,44.725,4.521,68.287,277.555,95.1436,97709.9009,263.1048,0.4067,2.7755
3208A,1.0,112.7283,38.4153,3.0,0.0875,0.0552,139.515,53.18,-0.213,72.886,1185.2797,90.2199,99030.9724,273.3895,-11.7133,-6.0252
3209A,1.0,119.5228,26.6564,27.0,0.0111,0.0048,139.265,39.04,5.682,64.045,387.6055,95.8555,98540.5639,267.4367,0.6824,2.8961
3210A,1.0,114.3644,34.7964,27.0,0.0829,0.0477,139.099,49.165,1.183,70.048,113.6801,96.697,97552.9825,262.7264,0.3389,0.3678
3237A,1.0,117.4916,30.6619,44.0,0.0075,0.0024,139.98,43.792,3.884,66.976,297.0767,95.5636,97368.933,263.987,1.3984,2.2828
3288A,1.0,117.4632,34.4369,58.0,0.0568,0.032,142.841,47.073,3.781,69.867,280.4327,95.4038,98265.7511,263.8511,-0.4687,2.5722
3668A,1.0,111.5036,36.0414,2.0,0.0944,0.0646,136.525,51.916,-1.205,71.021,752.6742,90.7872,98062.0132,266.8434,0.0019,-5.4429
3676A,1.0,113.2802,40.0995,21.0,0.085,0.0646,141.164,54.275,0.231,74.176,1512.574,83.4139,100138.5788,275.2356,-15.6568,-3.8159
3677A,1.0,98.589,24.4335,31.0,0.0736,0.0582,114.609,54.597,24.162,63.182,624.3702,93.5549,99196.4212,274.8705,5.2284,-3.1596
3678A,1.0,116.5909,35.4053,19.0,0.0502,0.0328,142.35,48.458,3.027,70.607,113.2041,95.9485,98441.0705,263.0197,-1.1139,1.5972
3682A,1.0,116.9814,36.6819,49.0,0.0886,0.0498,143.693,49.352,3.364,71.594,277.0247,95.087,98979.2717,264.2318,-3.8316,0.6143
3683A,1.0,109.8331,40.6576,3.0,0.0805,0.0509,137.501,56.649,-2.677,74.693,1653.8702,74.3004,100421.185,275.9993,-13.8673,-3.4602
3693A,1.0,118.1436,39.6202,3.0,0.088,0.0513,146.935,51.468,4.311,73.943,1093.3373,92.223,99989.3181,273.8582,-17.8794,-1.2343
3698A,1.0,111.5968,40.8179,6.0,0.0692,0.051,139.593,55.813,-1.205,74.774,1641.6558,76.4361,100478.7774,275.3495,-14.6321,-3.2832
3699A,1.0,111.652,40.8389,5.0,0.078,0.0489,139.709,55.76,-1.122,74.773,1641.6418,76.4351,100478.7618,275.3305,-14.6793,-3.2719
3700A,1.0,103.0456,29.9697,68.0,0.0993,0.0448,122.94,53.716,27.819,66.82,304.7107,90.5715,100409.081,263.4792,3.3099,-2.8824
3701A,1.0,116.9648,33.6252,47.0,0.0855,0.044,141.604,46.652,3.362,69.224,296.2504,95.3434,97981.2212,263.98,0.5783,2.5074
3703A,1.0,114.2917,36.095,3.0,0.0916,0.0544,139.874,50.32,1.102,71.058,174.3841,95.4257,97976.363,263.1944,-1.5374,-1.3474
3709A,1.0,130.99,45.3044,67.0,0.0574,0.0226,166.485,53.094,-20.906,79.639,420.6309,79.9349,99791.0457,262.4624,-2.3422,2.4749
3715A,1.0,117.3092,32.9314,53.0,0.0894,0.0517,141.552,45.835,3.653,68.698,235.3222,95.6324,97336.5581,262.5011,0.6316,2.6459
